Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
108,Y2O2SEu0.05,Y2O2S,Eu3+,0.05,,,298,627,,,39.2,,,335,395,,,,627,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-12894, icsd-154582,Journal of Alloys and Compounds,2016
109,Sr6.2La3P2.5Si3B1.5O26Mn0.08,Sr6.2La3P2.5Si3B1.5O26,Mn2+,0.08,,,298,628,0.55,0.44,,,503,410,410,,,,628,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
110,Sr6.2La2.9P2.5Si3B1.5O26Ce0.01Mn0.08,Sr6.2La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.08,298,628,0.375,0.289,28.7,,398,351,,,,5680000,628,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
111,Sr6La2.9P2.5Si3B1.5O26Ce0.01Mn0.1,Sr6La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.1,298,628,0.424,0.323,,,,351,,,,4980000,628,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
112,Sr5.8La2.9P2.5Si3B1.5O26Ce0.01Mn0.12,Sr5.8La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.12,298,628,0.406,0.315,,,,351,,,,23.53,415,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
113,Sr5.6La2.9P2.5Si3B1.5O26Ce0.01Mn0.14,Sr5.6La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.14,298,628,0.427,0.323,,,,351,,,,22.804,415,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
114,Sr5.4La2.9P2.5Si3B1.5O26Ce0.01Mn0.16,Sr5.4La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.16,298,628,0.392,0.314,,,,351,,,,21.364,415,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
115,K2NbF7Mn0.0139,K2NbF7,Mn4+,0.0139,,,298,628,0.6868,0.3131,71.3,,,467,467,,,3620000,628,https://doi.org/10.1016/j.optmat.2018.10.031,mp-4758, icsd-14132 icsd-19066,Optical Materials,2018
116,KNaSiF6Mn0.06,KNaSiF6,Mn4+,0.06,,,298,629,0.691,0.309,90,41,425,460,460,,,,629,https://doi.org/10.1021/acsami.6b01905,mp-556934, icsd-183232 icsd-71334,ACS Applied Materials &amp; Interfaces,2016
117,Ca0.997AlSiN3Yb0.003,Ca0.997AlSiN3,Yb2+,0.003,,,298,629,0.575,0.413,,,,529,529,,,,629,https://doi.org/10.1039/C2JM35170F,,,Journal of Materials Chemistry,2012
118,Ca0.997AlSiN3Yb0.003,Ca0.997AlSiN3,Yb2+,0.003,,,298,629,,,,,408,465,,,,,,https://doi.org/10.1039/C2JM35170F,,,Journal of Materials Chemistry,2012
119,K3ScF6Mn0.0341,K3ScF6,Mn4+,0.0341,,,298,630,0.6856,0.3143,88,50.6,480,460,460,,,5200000,630,https://doi.org/10.1021/acsami.7b00749,mp-1111079,,ACS Applied Materials &amp; Interfaces,2017
120,K3ScF6Mn0.0341,K3ScF6,Mn4+,0.0341,,,473,630,0.6704,0.3294,,,,460,460,,,600000,630,https://doi.org/10.1021/acsami.7b00749,mp-1111079,,ACS Applied Materials &amp; Interfaces,2017
121,Ca8.46LuP7O28Eu0.01Mn0.05,Ca8.46LuP7O28,Eu2+,0.01,Mn2+,0.05,298,630,0.315,0.278,,,,355,,,,,,https://doi.org/10.1021/ic101749g,,,Inorganic Chemistry,2010
122,Ca8.37LuP7O28Eu0.01Mn0.06,Ca8.37LuP7O28,Eu2+,0.01,Mn2+,0.06,298,630,0.333,0.268,,,,355,,,,489,480,https://doi.org/10.1021/ic101749g,,,Inorganic Chemistry,2010
123,Ca8.19LuP7O28Eu0.01Mn0.08,Ca8.19LuP7O28,Eu2+,0.01,Mn2+,0.08,298,630,0.367,0.248,,,,355,,,,381,480,https://doi.org/10.1021/ic101749g,,,Inorganic Chemistry,2010
124,Ca8.01LuP7O28Eu0.01Mn0.1,Ca8.01LuP7O28,Eu2+,0.01,Mn2+,0.1,298,630,0.416,0.24,,,,355,,,,,,https://doi.org/10.1021/ic101749g,,,Inorganic Chemistry,2010
125,K3ScF6Mn0.003,K3ScF6,Mn4+,0.003,,,298,631,0.6938,0.3061,67.18,,,470,470,,,3460000,631,https://doi.org/10.1021/acsami.8b01885,mp-1111079,,ACS Applied Materials &amp; Interfaces,2018
126,K2TiF6Mn0.0072,K2TiF6,Mn4+,0.0072,,,298,631,,,96,,,460,460,355,,5900000,631,https://doi.org/10.1038/ncomms5312,mp-3970, icsd-280318 icsd-24659 icsd-174003,Nature Communications,2014
127,K2TiF6Mn0.014,K2TiF6,Mn4+,0.014,,,298,631,,,98,,,460,460,,,6000000,631,https://doi.org/10.1038/ncomms5312,mp-3970, icsd-280318 icsd-24659 icsd-174003,Nature Communications,2014
128,K2TiF6Mn0.021,K2TiF6,Mn4+,0.021,,,298,631,,,96,,,460,460,,,5800000,631,https://doi.org/10.1038/ncomms5312,mp-3970, icsd-280318 icsd-24659 icsd-174003,Nature Communications,2014
129,K2TiF6Mn0.055,K2TiF6,Mn4+,0.055,,,298,631,,,93,,480,460,460,,,5700000,631,https://doi.org/10.1038/ncomms5312,mp-3970, icsd-280318 icsd-24659 icsd-174003,Nature Communications,2014
130,K2TiF6Mn0.065,K2TiF6,Mn4+,0.065,,,298,631,,,78,,,460,460,,,5200000,631,https://doi.org/10.1038/ncomms5312,mp-3970, icsd-280318 icsd-24659 icsd-174003,Nature Communications,2014
131,Sr2.88YP3O12Eu0.01Mn0.09,Sr2.88YP3O12,Eu2+,0.01,Mn2+,0.09,298,632,0.342,0.365,,34.5,,355,,,,473,490,https://doi.org/10.1039/C1CP20635D,,,Physical Chemistry Chemical Physics,2011
132,Sr2.85YP3O12Eu0.01Mn0.12,Sr2.85YP3O12,Eu2+,0.01,Mn2+,0.12,298,632,0.366,0.365,,,,355,,,,443,490,https://doi.org/10.1039/C1CP20635D,,,Physical Chemistry Chemical Physics,2011
133,Sr2.79YP3O12Eu0.01Mn0.18,Sr2.79YP3O12,Eu2+,0.01,Mn2+,0.18,298,632,0.401,0.367,,,,355,,,,385,490,https://doi.org/10.1039/C1CP20635D,,,Physical Chemistry Chemical Physics,2011
134,Sr2.67YP3O12Eu0.01Mn0.3,Sr2.67YP3O12,Eu2+,0.01,Mn2+,0.3,298,632,0.448,0.363,,,,355,,,,305,490,https://doi.org/10.1039/C1CP20635D,,,Physical Chemistry Chemical Physics,2011
135,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,296,632,,,89.22,71.34,498,460,460,,,7810000,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
136,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,323,632,,,89.6,71.67,,460,460,,,,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
137,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,373,632,,,89,71.41,,460,460,,,,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
138,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,423,632,,,85.32,68.58,,460,460,,,,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
139,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,473,632,,,60.29,48.5,,460,460,,,,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
140,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,523,632,,,22.08,17.81,,460,460,,,,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
141,Cs2SiF6Mn0.1075,Cs2SiF6,Mn4+,0.1075,,,573,632,,,4.23,3.42,,460,460,,,,632,https://doi.org/10.1021/acsphotonics.7b00852,mp-4047, icsd-26871 icsd-38548,ACS Photonics,2017
142,Cs2HfF6Mn0.019,Cs2HfF6,Mn4+,0.019,,,298,632,,,85,,403,470,470,,,4500000,632,https://doi.org/10.1016/j.jlumin.2017.10.006,mp-13948, icsd-25600,Journal of Luminescence,2018
143,Ca4.167Sr4.5YP7O28Eu0.007Mn0.03,Ca4.167Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.03,298,632,0.396,0.415,,,,380,,,,556,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
144,Ca3.987Sr4.5YP7O28Eu0.007Mn0.05,Ca3.987Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.05,298,632,0.462,0.389,,,,380,,,,353,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
145,Ca3.807Sr4.5YP7O28Eu0.007Mn0.07,Ca3.807Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.07,298,632,0.542,0.368,,,,380,,,,211,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
146,Ca3.537Sr4.5YP7O28Eu0.007Mn0.1,Ca3.537Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.1,298,632,0.565,0.36,,,,380,,,,68.9,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
147,Cs3AlF6Mn0.00183,Cs3AlF6,Mn4+,0.00183,,,298,634,,,48.2,,355,467,467,,,2830000,634,https://doi.org/10.1149/2.0271809jss,,,ECS Journal of Solid State Science and Technology,2018
148,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,293,634,0.657,0.341,,,510,465,465,360,,7800000,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
149,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,313,634,0.657,0.341,,,,465,465,360,,8300000,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
150,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,400,634,0.6515,0.349,,,,465,465,360,,,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
151,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,425,634,0.646,0.3545,,,,465,465,360,,,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
152,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,450,634,0.638,0.361,,,,465,465,360,,,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
153,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,475,634,0.627,0.371,,,,465,465,360,,,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
154,K2LiAlF6Mn0.005,K2LiAlF6,Mn4+,0.005,,,500,634,0.612,0.3855,,,,465,465,360,,,634,https://doi.org/10.1007/s11431-017-9033-4,"mp-556996,mp-15549,mp-9839,mp-722903", icsd-27672 icsd-48149 icsd-408552 icsd-37250 icsd-408553,Science China Technological Sciences,2017
155,Ca0.2Sr0.8SEu0.01,Ca0.2Sr0.8S,Eu2+,0.01,,,298,635,,,50.5,,,350,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
156,Ca0.2Sr0.8SEu0.01,Ca0.2Sr0.8S,Eu2+,0.01,,,298,635,,,50.5,,,351,,,,,,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,Radiation Measurements,2010
157,Ca9LaP7O28Eu0.005Mn0.05,Ca9LaP7O28,Eu2+,0.005,Mn2+,0.05,298,635,0.573,0.328,,,483,365,405,,,132,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
158,Ca9LaP7O28Eu0.005Mn0.07,Ca9LaP7O28,Eu2+,0.005,Mn2+,0.07,298,635,0.62,0.31,,,,365,405,,,55.7,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
159,Ca9LaP7O28Eu0.005Mn0.1,Ca9LaP7O28,Eu2+,0.005,Mn2+,0.1,298,635,0.637,0.303,,,,365,405,,,25.8,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
160,Ca8.46YP7O28Eu0.01Mn0.5,Ca8.46YP7O28,Eu2+,0.01,Mn2+,0.5,298,638,0.46,0.29,,,,365,,,,180,,https://doi.org/10.1021/am900668r,,,ACS Applied Materials &amp; Interfaces,2010
161,Ca8.01YP7O28Eu0.01Mn0.1,Ca8.01YP7O28,Eu2+,0.01,Mn2+,0.1,298,638,0.597,0.278,,,,365,,,,,,https://doi.org/10.1021/am900668r,,,ACS Applied Materials &amp; Interfaces,2010
162,La2.97BrSi2S8Eu0.03,La2.97BrSi2S8,Eu2+,0.03,,,298,640,,,15.11,,,450,450,,,,640,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
163,La2.94BrSi2S8Eu0.06,La2.94BrSi2S8,Eu2+,0.06,,,298,640,,,17.14,,,450,450,,,,640,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
164,La2.91BrSi2S8Eu0.09,La2.91BrSi2S8,Eu2+,0.09,,,298,640,0.638,0.361,20.95,,423,450,450,,,239.512,640,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
165,La2.88BrSi2S8Eu0.12,La2.88BrSi2S8,Eu2+,0.12,,,298,640,,,18.96,,,450,450,,,,640,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
166,La2.85BrSi2S8Eu0.15,La2.85BrSi2S8,Eu2+,0.15,,,298,640,,,18.31,,,450,450,,,,640,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
167,NaLa0.95MgWO6Sm0.05,NaLa0.95MgWO6,Sm3+,0.05,,,298,644,0.464,0.339,,2.8,,405,405,,,,644,https://doi.org/10.1016/j.materresbull.2012.03.023,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Materials Research Bulletin,2012
168,CaAlSiN3Eu1,CaAlSiN3,Eu2+,1,,,298,645,,,88.8,,590,450,,,,744,,https://doi.org/10.1016/j.actamat.2021.116813,,,Acta Materialia,2021
169,CaAlSiN3Eu1,CaAlSiN3,Eu2+,1,,,323,645,,,,,,450,,,,745,,https://doi.org/10.1016/j.actamat.2021.116813,,,Acta Materialia,2021
170,CaAlSiN3Eu1,CaAlSiN3,Eu2+,1,,,373,645,,,,,,450,,,,749,,https://doi.org/10.1016/j.actamat.2021.116813,,,Acta Materialia,2021
171,CaAlSiN3Eu1,CaAlSiN3,Eu2+,1,,,423,645,,,,,,450,,,,739,,https://doi.org/10.1016/j.actamat.2021.116813,,,Acta Materialia,2021
172,NaLa0.995MgWO6Sm0.005,NaLa0.995MgWO6,Sm3+,0.005,,,298,645,,,,,,406,,,,767000,,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
173,NaLa0.99MgWO6Sm0.01,NaLa0.99MgWO6,Sm3+,0.01,,,298,645,,,,,,406,,,,714000,,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
174,NaLa0.98MgWO6Sm0.02,NaLa0.98MgWO6,Sm3+,0.02,,,298,645,0.618,0.372,11.9,,,406,406,380,,580000,645,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
175,NaLa0.96MgWO6Sm0.04,NaLa0.96MgWO6,Sm3+,0.04,,,298,645,,,,,,406,,,,441000,,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
176,NaLa0.94MgWO6Sm0.06,NaLa0.94MgWO6,Sm3+,0.06,,,298,645,,,,,,406,,,,362000,,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
177,NaLa0.92MgWO6Sm0.08,NaLa0.92MgWO6,Sm3+,0.08,,,298,645,,,,,,406,,,,299000,,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
178,NaLa0.9MgWO6Sm0.1,NaLa0.9MgWO6,Sm3+,0.1,,,298,645,,,,,,406,,,,260000,,https://doi.org/10.1016/j.ceramint.2017.11.154,"mp-558194,mp-556619", icsd-187079 icsd-174386 icsd-172413 icsd-40497,Ceramics International,2018
179,Ba0.98La2Si2S8Eu0.02,Ba0.98La2Si2S8,Eu2+,0.02,,,298,645,0.597,0.394,23.73,,403,405,405,,,365.6,645,https://doi.org/10.1021/am505613s,,,ACS Applied Materials &amp; Interfaces,2014
180,Ba0.98La2Si2S8Eu0.02,Ba0.98La2Si2S8,Eu2+,0.02,,,298,645,0.597,0.394,,23.73,403,405,405,,,365.6,645,https://doi.org/10.1021/am505613s,,,ACS Applied Materials &amp; Interfaces,2014
181,Ca8.55CeP7O28Mn0.45,Ca8.55CeP7O28,Mn2+,0.45,,,298,645,,,62,,,320,,,,,377,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
182,Ca8.45CeP7O28Mn0.55,Ca8.45CeP7O28,Mn2+,0.55,,,298,645,,,57,,,320,,,,317,377,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
183,Ca8.61CeP7O28Eu0.04Mn0.35,Ca8.61CeP7O28,Eu2+,0.04,Mn2+,0.35,298,645,0.472,0.28,35,,,320,,,,74000000,645,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
184,Ca8.51CeP7O28Eu0.04Mn0.45,Ca8.51CeP7O28,Eu2+,0.04,Mn2+,0.45,298,645,0.507,0.292,33,,,320,,,,68000000,645,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
185,Ca8.41CeP7O28Eu0.04Mn0.55,Ca8.41CeP7O28,Eu2+,0.04,Mn2+,0.55,298,645,0.55,0.294,27,,,320,,,,64000000,645,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
186,Ba2Zn0.97WO6Sm0.03,Ba2Zn0.97WO6,Sm3+,0.03,,,298,645,0.5502,0.4423,,,,408,,,,,645,https://doi.org/10.1016/j.physb.2017.11.012,mp-548615, icsd-423034 icsd-185847 icsd-24983,Physica B: Condensed Matter,2018
187,Ba2Zn0.96WO6Sm0.04,Ba2Zn0.96WO6,Sm3+,0.04,,,298,645,0.5542,0.4391,,,,408,,,,,645,https://doi.org/10.1016/j.physb.2017.11.012,mp-548615, icsd-423034 icsd-185847 icsd-24983,Physica B: Condensed Matter,2018
188,Ba2Zn0.95WO6Sm0.05,Ba2Zn0.95WO6,Sm3+,0.05,,,298,645,0.5573,0.4342,,,,408,408,380,,,645,https://doi.org/10.1016/j.physb.2017.11.012,mp-548615, icsd-423034 icsd-185847 icsd-24983,Physica B: Condensed Matter,2018
189,Ba2Zn0.94WO6Sm0.06,Ba2Zn0.94WO6,Sm3+,0.06,,,298,645,0.5624,0.4295,,,,408,,,,,645,https://doi.org/10.1016/j.physb.2017.11.012,mp-548615, icsd-423034 icsd-185847 icsd-24983,Physica B: Condensed Matter,2018
190,Ba2Zn0.93WO6Sm0.07,Ba2Zn0.93WO6,Sm3+,0.07,,,298,645,0.5661,0.4267,,,,408,,,,,645,https://doi.org/10.1016/j.physb.2017.11.012,mp-548615, icsd-423034 icsd-185847 icsd-24983,Physica B: Condensed Matter,2018
191,Sr0.925MoO4Sm0.05,Sr0.925MoO4,Sm3+,0.05,,,298,646,0.5856,0.4136,,,,278,278,,,618000,646,https://doi.org/10.1002/bio.2971,mp-18834, icsd-193794 icsd-250491 icsd-23700 icsd-28025 icsd-194080 icsd-173125 icsd-173120 icsd-245803 icsd-245802 icsd-173122 icsd-239418 icsd-248458 icsd-99089 icsd-194081,Luminescence,2015
192,Sr0.9175MoO4Sm0.05Tb0.005,Sr0.9175MoO4,Sm3+,0.05,Tb3+,0.005,298,646,0.5015,0.4658,,,,290,290,,,,646,https://doi.org/10.1002/bio.2971,mp-18834, icsd-193794 icsd-250491 icsd-23700 icsd-28025 icsd-194080 icsd-173125 icsd-173120 icsd-245803 icsd-245802 icsd-173122 icsd-239418 icsd-248458 icsd-99089 icsd-194081,Luminescence,2015
193,Sr0.9MoO4Na0.05Sm0.05,Sr0.9MoO4Na0.05,Sm3+,0.05,,,298,646,,,,,,290,646,,,702000,646,https://doi.org/10.1002/bio.2971,mp-18834, icsd-193794 icsd-250491 icsd-23700 icsd-28025 icsd-194080 icsd-173125 icsd-173120 icsd-245803 icsd-245802 icsd-173122 icsd-239418 icsd-248458 icsd-99089 icsd-194081,Luminescence,2015
194,ScVO4Bi0.01,ScVO4,Bi3+,0.01,,,298,647,0.521,0.443,37.8,,,330,,,,,,https://doi.org/10.1021/acs.chemmater.6b00277,mp-19247, icsd-164837 icsd-169173 icsd-27947 icsd-290863 icsd-78073,Chemistry of Materials,2016
195,NaGd0.97Mo2O8Sm0.03,NaGd0.97Mo2O8,Sm3+,0.03,,,298,647,0.64,0.32,,,,405,405,,,,647,https://doi.org/10.1016/j.ceramint.2016.10.018,,,Ceramics International,2017
196,La2.9NbO7Sm0.1,La2.9NbO7,Sm3+,0.1,,,298,648,0.54,0.443,,,,250,250,,,,648,https://doi.org/10.1111/jace.17805,"mp-560349,mp-12287", icsd-79481 icsd-190728 icsd-10058,Journal of the American Ceramic Society,2021
197,La2.9NbO7Sm0.1,La2.9NbO7,Sm3+,0.1,,,298,648,0.609,0.387,,,,405,250,,,,648,https://doi.org/10.1111/jace.17805,"mp-560349,mp-12287", icsd-79481 icsd-190728 icsd-10058,Journal of the American Ceramic Society,2021
198,Ca2ZnWO6Pr0.002,Ca2ZnWO6,Pr3+,0.002,,,298,650,0.553,0.444,,,,491,491,475,452,,650,https://doi.org/10.1016/j.jlumin.2014.01.045,"mp-781505,mp-779906", icsd-262323,Journal of Luminescence,2014
199,Ca0.96ZnOSEu0.04,Ca0.96ZnOS,Eu2+,0.04,,,298,650,0.69,0.31,35.5,,393,460,460,,,,650,https://doi.org/10.1364/OE.18.008187,mp-7204, icsd-245309,Optics Express,2010
200,Ca8.73Y0.85P7O28Ce0.15Mn0.03,Ca8.73Y0.85P7O28,Ce3+,0.15,Mn2+,0.03,298,650,0.51,0.24,,,,254,,,,38.4,366,https://doi.org/10.1021/am100043q,,,ACS Applied Materials &amp; Interfaces,2010
201,Ca8.55Y0.85P7O28Ce0.15Mn0.05,Ca8.55Y0.85P7O28,Ce3+,0.15,Mn2+,0.05,298,650,0.61,0.27,,,,254,,,,26.9,366,https://doi.org/10.1021/am100043q,,,ACS Applied Materials &amp; Interfaces,2010
202,Ca8.37Y0.85P7O28Ce0.15Mn0.07,Ca8.37Y0.85P7O28,Ce3+,0.15,Mn2+,0.07,298,650,0.67,0.29,,,,254,,,,17.2,366,https://doi.org/10.1021/am100043q,,,ACS Applied Materials &amp; Interfaces,2010
203,Ca8.1Y0.85P7O28Ce0.15Mn0.1,Ca8.1Y0.85P7O28,Ce3+,0.15,Mn2+,0.1,298,650,0.68,0.29,51,31.11,,254,,,,,,https://doi.org/10.1021/am100043q,,,ACS Applied Materials &amp; Interfaces,2010
204,Ca4P2O9Ce0.02Eu0.01,Ca4P2O9,Ce3+,0.02,Eu2+,0.01,298,650,0.332,0.3,,,,380,,,,18,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
205,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce3+,0.02,Eu2+,0.012,298,650,0.375,0.325,,,,380,,,,15.2,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
206,Ca4P2O9Ce0.02Eu0.026,Ca4P2O9,Ce3+,0.02,Eu2+,0.026,298,650,0.519,0.366,,,,380,,,,,460,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
207,Ca4P2O9Eu0.012,Ca4P2O9,Eu2+,0.012,,,298,650,,,,,350,460,460,,,,650,https://doi.org/10.1039/C5DT01018G,mp-5263, icsd-291496 icsd-2631 icsd-160461,Dalton Transactions,2015
208,Sr0.8Ca0.2AlSiN3Eu0.008,Sr0.8Ca0.2AlSiN3,Eu2+,0.008,,,298,650,0.347,0.39,69.7,,,450,450,,,,650,https://doi.org/10.1149/2.008302jss,,,ECS Journal of Solid State Science and Technology,2012
209,Ca20Li8Al39N55Eu0.005,Ca20Li8Al39N55,Eu2+,0.005,,,298,650,,,4,,,390,,,,,650,https://doi.org/10.1021/acs.chemmater.5b04929,,,Chemistry of Materials,2016
210,Ca20Li8Al39N55Eu0.005,Ca20Li8Al39N55,Eu2+,0.005,,,298,650,0.391,0.308,3,,355,450,525,,,,650,https://doi.org/10.1021/acs.chemmater.5b04929,,,Chemistry of Materials,2016
211,Ca20Li8Al39N55Eu0.005,Ca20Li8Al39N55,Eu2+,0.005,,,298,650,,,9,,,500,,,,,650,https://doi.org/10.1021/acs.chemmater.5b04929,,,Chemistry of Materials,2016
212,Ca18.75Li10.5Al39N55Eu0.005,Ca18.75Li10.5Al39N55,Eu2+,0.005,,,298,650,0.699,0.3,11,,360,450,525,,,,650,https://doi.org/10.1021/acs.chemmater.5b04929,,,Chemistry of Materials,2016
