Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
475,Ca3Sr3P4O16Li0.06Sm0.06,Ca3Sr3P4O16Li0.06,Sm3+,0.06,,,298,603,0.5964,0.4025,,,,405,,,,1893700,603,https://doi.org/10.1016/j.ceramint.2018.07.276,,,Ceramics International,2018
476,Ca3Sr3P4O16Na0.06Sm0.06,Ca3Sr3P4O16Na0.06,Sm3+,0.06,,,298,603,0.5963,0.4027,,,,405,,,,1892900,603,https://doi.org/10.1016/j.ceramint.2018.07.276,,,Ceramics International,2018
477,Ca3Sr3P4O16K0.06Sm0.06,Ca3Sr3P4O16K0.06,Sm3+,0.06,,,298,603,0.5955,0.4034,,,,405,,,,1885800,603,https://doi.org/10.1016/j.ceramint.2018.07.276,,,Ceramics International,2018
478,Ba3Sc0.95P3O12Sm0.05,Ba3Sc0.95P3O12,Sm3+,0.05,,,298,603,0.568,0.424,53.5,,,406,406,,,1640000,603,https://doi.org/10.1016/j.cplett.2016.04.092,,,Chemical Physics Letters,2016
479,Na3Bi0.88P2O8Eu0.02Sm0.1,Na3Bi0.88P2O8,Eu3+,0.02,Sm3+,0.1,298,603,0.616,0.381,39.56,,,396,,,,2210000,621,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
480,Na3Bi0.86P2O8Eu0.04Sm0.1,Na3Bi0.86P2O8,Eu3+,0.04,Sm3+,0.1,298,603,0.622,0.375,38.41,,,396,,,,2180000,621,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
481,Na3Bi0.84P2O8Eu0.06Sm0.1,Na3Bi0.84P2O8,Eu3+,0.06,Sm3+,0.1,298,603,0.626,0.371,39.63,,,396,,,,2170000,621,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
482,Na3Bi0.82P2O8Eu0.08Sm0.1,Na3Bi0.82P2O8,Eu3+,0.08,Sm3+,0.1,298,603,0.63,0.367,40.23,,,396,,,,2170000,621,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
483,Na3Bi0.9P2O8Sm0.1,Na3Bi0.9P2O8,Sm3+,0.1,,,298,603,0.563,0.408,42.69,,,407,407,,,,603,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
484,Na3Bi0.88P2O8Eu0.1Sm0.02,Na3Bi0.88P2O8,Eu3+,0.1,Sm3+,0.02,298,603,0.63,0.368,37.84,,,403,,,,,,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
485,Na3Bi0.86P2O8Eu0.1Sm0.04,Na3Bi0.86P2O8,Eu3+,0.1,Sm3+,0.04,298,603,0.632,0.366,38.56,,,403,,,,,,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
486,Na3Bi0.84P2O8Eu0.1Sm0.06,Na3Bi0.84P2O8,Eu3+,0.1,Sm3+,0.06,298,603,0.632,0.366,38.24,,,403,,,,,,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
487,Na3Bi0.82P2O8Eu0.1Sm0.08,Na3Bi0.82P2O8,Eu3+,0.1,Sm3+,0.08,298,603,0.634,0.364,39.83,,,403,,,,,,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
488,Na3Bi0.8P2O8Eu0.1Sm0.1,Na3Bi0.8P2O8,Eu3+,0.1,Sm3+,0.1,298,603,0.634,0.364,38.12,,593,403,,,,,,https://doi.org/10.1016/j.jlumin.2016.12.012,mp-561083, icsd-71362,Journal of Luminescence,2017
489,Ca0.955TiO3Sm0.03,Ca0.955TiO3,Sm3+,0.03,,,298,603,0.5792,0.4199,,,,467,467,,,792000,603,https://doi.org/10.1016/j.matchemphys.2016.01.009,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,Materials Chemistry and Physics,2016
490,Ba2B2O5Tb0.1,Ba2B2O5,Tb3+,0.1,,,298,604,0.318,0.562,,,,262,262,,,618400,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
491,Ba2B2O5Tb0.1Sm0.01,Ba2B2O5,Tb3+,0.1,Sm3+,0.01,298,604,,,,,,262,262,,,404700,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
492,Ba2B2O5Tb0.1Sm0.02,Ba2B2O5,Tb3+,0.1,Sm3+,0.02,298,604,,,,,,262,262,,,377300,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
493,Ba2B2O5Tb0.1Sm0.03,Ba2B2O5,Tb3+,0.1,Sm3+,0.03,298,604,,,,,,262,262,,,324300,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
494,Ba2B2O5Tb0.1Sm0.05,Ba2B2O5,Tb3+,0.1,Sm3+,0.05,298,604,,,,,,262,262,,,275800,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
495,Ba2B2O5Tb0.1Sm0.07,Ba2B2O5,Tb3+,0.1,Sm3+,0.07,298,604,,,,,,262,262,,,223800,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
496,Ba2B2O5Tb0.1Sm0.1,Ba2B2O5,Tb3+,0.1,Sm3+,0.1,298,604,,,,,,262,262,,,199800,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
497,Ba2B2O5Sm0.03,Ba2B2O5,Sm3+,0.03,,,298,604,0.552,0.29,,,,604,406,,,,604,https://doi.org/10.1111/jace.14766,"mp-771158,mp-753413,mp-768345,mp-771174",,Journal of the American Ceramic Society,2017
498,Ca2ZnWO6Sm0.02,Ca2ZnWO6,Sm3+,0.02,,,298,604,0.476,0.517,,,,410,410,482,,,604,https://doi.org/10.1016/j.jlumin.2014.01.045,"mp-781505,mp-779906", icsd-262323,Journal of Luminescence,2014
499,YVO4Sm0.05,YVO4,Sm3+,0.05,,,298,604,0.615,0.343,50,,,303,303,,,,604,https://doi.org/10.1021/ic100953m,mp-19133, icsd-15604 icsd-107638 icsd-246709 icsd-26894 icsd-78074 icsd-2504 icsd-174549 icsd-246708 icsd-36060,Inorganic Chemistry,2010
500,Y0.4Sc0.6VO4Bi0.01,Y0.4Sc0.6VO4,Bi3+,0.01,,,298,604,0.484,0.468,53.8,,,330,,,,,,https://doi.org/10.1021/acs.chemmater.6b00277,mp-19133, icsd-15604 icsd-107638 icsd-246709 icsd-26894 icsd-78074 icsd-2504 icsd-174549 icsd-246708 icsd-36060,Chemistry of Materials,2016
501,MgOSm0.0002,MgO,Sm3+,0.0002,,,298,604,0.583,0.405,,,,404,404,,,160,604,https://doi.org/10.1016/j.molstruc.2016.09.046,"mp-1265,mp-1065577,mp-1192189,mp-1180973,mp-1192043,mp-549706,mp-1180312 ,mp-775808,mp-776911,mp-1190533,mp-1101930,mp-1190649,mp-1191789,mp-1245039,mp-1245045,mp-1245232,mp-1244962,mp-1245157,mp-1009129,mp-1245143,mp-1245195,mp-1245128,mp-1009127", icsd-64928 icsd-236617 icsd-642716 icsd-170905 icsd-159369 icsd-157525 icsd-188324 icsd-157524 icsd-44927 icsd-104844 icsd-159372 icsd-159371 icsd-161607 icsd-26958 icsd-104845 icsd-56143 icsd-157527 icsd-642712 icsd-159376 icsd-159374 icsd-642713 icsd-60492 icsd-157528 icsd-31051 icsd-41990 icsd-52275 icsd-159375 icsd-159373 icsd-169450 icsd-157523 icsd-181456 icsd-173128 icsd-248385 icsd-77821 icsd-29127 icsd-77759 icsd-64930 icsd-158103 icsd-101007 icsd-61325 icsd-9863 icsd-64929 icsd-159377 icsd-159368 icsd-642714 icsd-159367 icsd-88058 icsd-60692 icsd-173132 icsd-95468 icsd-157526 icsd-52026 icsd-159378 icsd-161059 icsd-181458 icsd-181457 icsd-181460 icsd-162607 icsd-181461 icsd-236618 icsd-161842 icsd-181462 icsd-181463 icsd-181465 icsd-181464 icsd-181466 icsd-166273 icsd-248386,Journal of Molecular Structure,2017
502,MgOSm0.0004,MgO,Sm3+,0.0004,,,298,604,,,,,,404,404,,,153,604,https://doi.org/10.1016/j.molstruc.2016.09.046,"mp-1265,mp-1065577,mp-1192189,mp-1180973,mp-1192043,mp-549706,mp-1180312 ,mp-775808,mp-776911,mp-1190533,mp-1101930,mp-1190649,mp-1191789,mp-1245039,mp-1245045,mp-1245232,mp-1244962,mp-1245157,mp-1009129,mp-1245143,mp-1245195,mp-1245128,mp-1009127", icsd-64928 icsd-236617 icsd-642716 icsd-170905 icsd-159369 icsd-157525 icsd-188324 icsd-157524 icsd-44927 icsd-104844 icsd-159372 icsd-159371 icsd-161607 icsd-26958 icsd-104845 icsd-56143 icsd-157527 icsd-642712 icsd-159376 icsd-159374 icsd-642713 icsd-60492 icsd-157528 icsd-31051 icsd-41990 icsd-52275 icsd-159375 icsd-159373 icsd-169450 icsd-157523 icsd-181456 icsd-173128 icsd-248385 icsd-77821 icsd-29127 icsd-77759 icsd-64930 icsd-158103 icsd-101007 icsd-61325 icsd-9863 icsd-64929 icsd-159377 icsd-159368 icsd-642714 icsd-159367 icsd-88058 icsd-60692 icsd-173132 icsd-95468 icsd-157526 icsd-52026 icsd-159378 icsd-161059 icsd-181458 icsd-181457 icsd-181460 icsd-162607 icsd-181461 icsd-236618 icsd-161842 icsd-181462 icsd-181463 icsd-181465 icsd-181464 icsd-181466 icsd-166273 icsd-248386,Journal of Molecular Structure,2017
503,MgOSm0.0006,MgO,Sm3+,0.0006,,,298,604,,,,,,404,404,,,151,604,https://doi.org/10.1016/j.molstruc.2016.09.046,"mp-1265,mp-1065577,mp-1192189,mp-1180973,mp-1192043,mp-549706,mp-1180312 ,mp-775808,mp-776911,mp-1190533,mp-1101930,mp-1190649,mp-1191789,mp-1245039,mp-1245045,mp-1245232,mp-1244962,mp-1245157,mp-1009129,mp-1245143,mp-1245195,mp-1245128,mp-1009127", icsd-64928 icsd-236617 icsd-642716 icsd-170905 icsd-159369 icsd-157525 icsd-188324 icsd-157524 icsd-44927 icsd-104844 icsd-159372 icsd-159371 icsd-161607 icsd-26958 icsd-104845 icsd-56143 icsd-157527 icsd-642712 icsd-159376 icsd-159374 icsd-642713 icsd-60492 icsd-157528 icsd-31051 icsd-41990 icsd-52275 icsd-159375 icsd-159373 icsd-169450 icsd-157523 icsd-181456 icsd-173128 icsd-248385 icsd-77821 icsd-29127 icsd-77759 icsd-64930 icsd-158103 icsd-101007 icsd-61325 icsd-9863 icsd-64929 icsd-159377 icsd-159368 icsd-642714 icsd-159367 icsd-88058 icsd-60692 icsd-173132 icsd-95468 icsd-157526 icsd-52026 icsd-159378 icsd-161059 icsd-181458 icsd-181457 icsd-181460 icsd-162607 icsd-181461 icsd-236618 icsd-161842 icsd-181462 icsd-181463 icsd-181465 icsd-181464 icsd-181466 icsd-166273 icsd-248386,Journal of Molecular Structure,2017
504,MgOSm0.0008,MgO,Sm3+,0.0008,,,298,604,,,,,,404,404,,,124,604,https://doi.org/10.1016/j.molstruc.2016.09.046,"mp-1265,mp-1065577,mp-1192189,mp-1180973,mp-1192043,mp-549706,mp-1180312 ,mp-775808,mp-776911,mp-1190533,mp-1101930,mp-1190649,mp-1191789,mp-1245039,mp-1245045,mp-1245232,mp-1244962,mp-1245157,mp-1009129,mp-1245143,mp-1245195,mp-1245128,mp-1009127", icsd-64928 icsd-236617 icsd-642716 icsd-170905 icsd-159369 icsd-157525 icsd-188324 icsd-157524 icsd-44927 icsd-104844 icsd-159372 icsd-159371 icsd-161607 icsd-26958 icsd-104845 icsd-56143 icsd-157527 icsd-642712 icsd-159376 icsd-159374 icsd-642713 icsd-60492 icsd-157528 icsd-31051 icsd-41990 icsd-52275 icsd-159375 icsd-159373 icsd-169450 icsd-157523 icsd-181456 icsd-173128 icsd-248385 icsd-77821 icsd-29127 icsd-77759 icsd-64930 icsd-158103 icsd-101007 icsd-61325 icsd-9863 icsd-64929 icsd-159377 icsd-159368 icsd-642714 icsd-159367 icsd-88058 icsd-60692 icsd-173132 icsd-95468 icsd-157526 icsd-52026 icsd-159378 icsd-161059 icsd-181458 icsd-181457 icsd-181460 icsd-162607 icsd-181461 icsd-236618 icsd-161842 icsd-181462 icsd-181463 icsd-181465 icsd-181464 icsd-181466 icsd-166273 icsd-248386,Journal of Molecular Structure,2017
505,Zr0.95O2Eu0.05,Zr0.95O2,Eu3+,0.05,,,298,604,0.554,0.372,,,,393,393,,,,604,https://doi.org/10.1016/j.dyepig.2017.12.012,"mp-2858,mp-776404,mp-754403,mp-1190186,mp-556605,mp-755089,mp-755759,mp-2574,mp-776427,mp-775909,mp-775980,mp-755769,mp-775910,mp-1565,mp-754741,mp-775935,mp-776386,mp-963,mp-1245318,mp-1100824 ", icsd-82544 icsd-187209 icsd-80043 icsd-172161 icsd-173959 icsd-82543 icsd-291451 icsd-80042 icsd-658755 icsd-94887 icsd-186674 icsd-41010 icsd-80044 icsd-18190 icsd-62993 icsd-248445 icsd-68782 icsd-57158 icsd-157403 icsd-94886 icsd-86692 icsd-57451 icsd-89426 icsd-417639 icsd-187208 icsd-80048 icsd-80046 icsd-80045 icsd-291120 icsd-41572 icsd-248446 icsd-80050 icsd-80049 icsd-187207 icsd-26488 icsd-15983 icsd-82545 icsd-60900 icsd-647691 icsd-57157 icsd-96537 icsd-80047 icsd-185125 icsd-659226 icsd-60901 icsd-237008 icsd-248449 icsd-173960 icsd-67004 icsd-94931 icsd-66784 icsd-66783 icsd-92091 icsd-92093 icsd-85322 icsd-157620 icsd-237007 icsd-647692 icsd-9993 icsd-92092 icsd-66781 icsd-164736 icsd-51051 icsd-93124 icsd-66786 icsd-248448 icsd-291452 icsd-173961 icsd-157621 icsd-66788 icsd-88022 icsd-93028 icsd-66782 icsd-185124 icsd-93125 icsd-66787 icsd-93033 icsd-93032 icsd-93030 icsd-66785 icsd-93031 icsd-68781 icsd-92090 icsd-180936 icsd-157618 icsd-97004 icsd-248447 icsd-164862 icsd-186673 icsd-157619 icsd-66789 icsd-93123 icsd-93126 icsd-23928 icsd-93029 icsd-68589 icsd-655671 icsd-248444 icsd-53998 icsd-105553 icsd-164861 icsd-291119 icsd-92096 icsd-248443 icsd-186672 icsd-291453 icsd-157617 icsd-173962 icsd-647689 icsd-92095 icsd-237006 icsd-185123 icsd-89429 icsd-79914 icsd-173963 icsd-56696 icsd-83862 icsd-79915,Dyes and Pigments,2018
506,Zr0.93O2Eu0.07,Zr0.93O2,Eu3+,0.07,,,298,604,0.567,0.37,,,,393,393,,,,604,https://doi.org/10.1016/j.dyepig.2017.12.012,"mp-2858,mp-776404,mp-754403,mp-1190186,mp-556605,mp-755089,mp-755759,mp-2574,mp-776427,mp-775909,mp-775980,mp-755769,mp-775910,mp-1565,mp-754741,mp-775935,mp-776386,mp-963,mp-1245318,mp-1100824 ", icsd-82544 icsd-187209 icsd-80043 icsd-172161 icsd-173959 icsd-82543 icsd-291451 icsd-80042 icsd-658755 icsd-94887 icsd-186674 icsd-41010 icsd-80044 icsd-18190 icsd-62993 icsd-248445 icsd-68782 icsd-57158 icsd-157403 icsd-94886 icsd-86692 icsd-57451 icsd-89426 icsd-417639 icsd-187208 icsd-80048 icsd-80046 icsd-80045 icsd-291120 icsd-41572 icsd-248446 icsd-80050 icsd-80049 icsd-187207 icsd-26488 icsd-15983 icsd-82545 icsd-60900 icsd-647691 icsd-57157 icsd-96537 icsd-80047 icsd-185125 icsd-659226 icsd-60901 icsd-237008 icsd-248449 icsd-173960 icsd-67004 icsd-94931 icsd-66784 icsd-66783 icsd-92091 icsd-92093 icsd-85322 icsd-157620 icsd-237007 icsd-647692 icsd-9993 icsd-92092 icsd-66781 icsd-164736 icsd-51051 icsd-93124 icsd-66786 icsd-248448 icsd-291452 icsd-173961 icsd-157621 icsd-66788 icsd-88022 icsd-93028 icsd-66782 icsd-185124 icsd-93125 icsd-66787 icsd-93033 icsd-93032 icsd-93030 icsd-66785 icsd-93031 icsd-68781 icsd-92090 icsd-180936 icsd-157618 icsd-97004 icsd-248447 icsd-164862 icsd-186673 icsd-157619 icsd-66789 icsd-93123 icsd-93126 icsd-23928 icsd-93029 icsd-68589 icsd-655671 icsd-248444 icsd-53998 icsd-105553 icsd-164861 icsd-291119 icsd-92096 icsd-248443 icsd-186672 icsd-291453 icsd-157617 icsd-173962 icsd-647689 icsd-92095 icsd-237006 icsd-185123 icsd-89429 icsd-79914 icsd-173963 icsd-56696 icsd-83862 icsd-79915,Dyes and Pigments,2018
507,Zr0.91O2Eu0.09,Zr0.91O2,Eu3+,0.09,,,298,604,0.573,0.371,,,,393,393,,,,604,https://doi.org/10.1016/j.dyepig.2017.12.012,"mp-2858,mp-776404,mp-754403,mp-1190186,mp-556605,mp-755089,mp-755759,mp-2574,mp-776427,mp-775909,mp-775980,mp-755769,mp-775910,mp-1565,mp-754741,mp-775935,mp-776386,mp-963,mp-1245318,mp-1100824 ", icsd-82544 icsd-187209 icsd-80043 icsd-172161 icsd-173959 icsd-82543 icsd-291451 icsd-80042 icsd-658755 icsd-94887 icsd-186674 icsd-41010 icsd-80044 icsd-18190 icsd-62993 icsd-248445 icsd-68782 icsd-57158 icsd-157403 icsd-94886 icsd-86692 icsd-57451 icsd-89426 icsd-417639 icsd-187208 icsd-80048 icsd-80046 icsd-80045 icsd-291120 icsd-41572 icsd-248446 icsd-80050 icsd-80049 icsd-187207 icsd-26488 icsd-15983 icsd-82545 icsd-60900 icsd-647691 icsd-57157 icsd-96537 icsd-80047 icsd-185125 icsd-659226 icsd-60901 icsd-237008 icsd-248449 icsd-173960 icsd-67004 icsd-94931 icsd-66784 icsd-66783 icsd-92091 icsd-92093 icsd-85322 icsd-157620 icsd-237007 icsd-647692 icsd-9993 icsd-92092 icsd-66781 icsd-164736 icsd-51051 icsd-93124 icsd-66786 icsd-248448 icsd-291452 icsd-173961 icsd-157621 icsd-66788 icsd-88022 icsd-93028 icsd-66782 icsd-185124 icsd-93125 icsd-66787 icsd-93033 icsd-93032 icsd-93030 icsd-66785 icsd-93031 icsd-68781 icsd-92090 icsd-180936 icsd-157618 icsd-97004 icsd-248447 icsd-164862 icsd-186673 icsd-157619 icsd-66789 icsd-93123 icsd-93126 icsd-23928 icsd-93029 icsd-68589 icsd-655671 icsd-248444 icsd-53998 icsd-105553 icsd-164861 icsd-291119 icsd-92096 icsd-248443 icsd-186672 icsd-291453 icsd-157617 icsd-173962 icsd-647689 icsd-92095 icsd-237006 icsd-185123 icsd-89429 icsd-79914 icsd-173963 icsd-56696 icsd-83862 icsd-79915,Dyes and Pigments,2018
508,Zr0.89O2Eu0.11,Zr0.89O2,Eu3+,0.11,,,298,604,0.581,0.37,,,,393,393,,,,604,https://doi.org/10.1016/j.dyepig.2017.12.012,"mp-2858,mp-776404,mp-754403,mp-1190186,mp-556605,mp-755089,mp-755759,mp-2574,mp-776427,mp-775909,mp-775980,mp-755769,mp-775910,mp-1565,mp-754741,mp-775935,mp-776386,mp-963,mp-1245318,mp-1100824", icsd-82544 icsd-187209 icsd-80043 icsd-172161 icsd-173959 icsd-82543 icsd-291451 icsd-80042 icsd-658755 icsd-94887 icsd-186674 icsd-41010 icsd-80044 icsd-18190 icsd-62993 icsd-248445 icsd-68782 icsd-57158 icsd-157403 icsd-94886 icsd-86692 icsd-57451 icsd-89426 icsd-417639 icsd-187208 icsd-80048 icsd-80046 icsd-80045 icsd-291120 icsd-41572 icsd-248446 icsd-80050 icsd-80049 icsd-187207 icsd-26488 icsd-15983 icsd-82545 icsd-60900 icsd-647691 icsd-57157 icsd-96537 icsd-80047 icsd-185125 icsd-659226 icsd-60901 icsd-237008 icsd-248449 icsd-173960 icsd-67004 icsd-94931 icsd-66784 icsd-66783 icsd-92091 icsd-92093 icsd-85322 icsd-157620 icsd-237007 icsd-647692 icsd-9993 icsd-92092 icsd-66781 icsd-164736 icsd-51051 icsd-93124 icsd-66786 icsd-248448 icsd-291452 icsd-173961 icsd-157621 icsd-66788 icsd-88022 icsd-93028 icsd-66782 icsd-185124 icsd-93125 icsd-66787 icsd-93033 icsd-93032 icsd-93030 icsd-66785 icsd-93031 icsd-68781 icsd-92090 icsd-180936 icsd-157618 icsd-97004 icsd-248447 icsd-164862 icsd-186673 icsd-157619 icsd-66789 icsd-93123 icsd-93126 icsd-23928 icsd-93029 icsd-68589 icsd-655671 icsd-248444 icsd-53998 icsd-105553 icsd-164861 icsd-291119 icsd-92096 icsd-248443 icsd-186672 icsd-291453 icsd-157617 icsd-173962 icsd-647689 icsd-92095 icsd-237006 icsd-185123 icsd-89429 icsd-79914 icsd-173963 icsd-56696 icsd-83862 icsd-79915,Dyes and Pigments,2018
509,Zr0.87O2Eu0.13,Zr0.87O2,Eu3+,0.13,,,298,604,0.56,0.373,,,,393,393,,,,604,https://doi.org/10.1016/j.dyepig.2017.12.012,"mp-2858,mp-776404,mp-754403,mp-1190186,mp-556605,mp-755089,mp-755759,mp-2574,mp-776427,mp-775909,mp-775980,mp-755769,mp-775910,mp-1565,mp-754741,mp-775935,mp-776386,mp-963,mp-1245318,mp-1100824", icsd-82544 icsd-187209 icsd-80043 icsd-172161 icsd-173959 icsd-82543 icsd-291451 icsd-80042 icsd-658755 icsd-94887 icsd-186674 icsd-41010 icsd-80044 icsd-18190 icsd-62993 icsd-248445 icsd-68782 icsd-57158 icsd-157403 icsd-94886 icsd-86692 icsd-57451 icsd-89426 icsd-417639 icsd-187208 icsd-80048 icsd-80046 icsd-80045 icsd-291120 icsd-41572 icsd-248446 icsd-80050 icsd-80049 icsd-187207 icsd-26488 icsd-15983 icsd-82545 icsd-60900 icsd-647691 icsd-57157 icsd-96537 icsd-80047 icsd-185125 icsd-659226 icsd-60901 icsd-237008 icsd-248449 icsd-173960 icsd-67004 icsd-94931 icsd-66784 icsd-66783 icsd-92091 icsd-92093 icsd-85322 icsd-157620 icsd-237007 icsd-647692 icsd-9993 icsd-92092 icsd-66781 icsd-164736 icsd-51051 icsd-93124 icsd-66786 icsd-248448 icsd-291452 icsd-173961 icsd-157621 icsd-66788 icsd-88022 icsd-93028 icsd-66782 icsd-185124 icsd-93125 icsd-66787 icsd-93033 icsd-93032 icsd-93030 icsd-66785 icsd-93031 icsd-68781 icsd-92090 icsd-180936 icsd-157618 icsd-97004 icsd-248447 icsd-164862 icsd-186673 icsd-157619 icsd-66789 icsd-93123 icsd-93126 icsd-23928 icsd-93029 icsd-68589 icsd-655671 icsd-248444 icsd-53998 icsd-105553 icsd-164861 icsd-291119 icsd-92096 icsd-248443 icsd-186672 icsd-291453 icsd-157617 icsd-173962 icsd-647689 icsd-92095 icsd-237006 icsd-185123 icsd-89429 icsd-79914 icsd-173963 icsd-56696 icsd-83862 icsd-79915,Dyes and Pigments,2018
510,La3Si6N11Sm0.01,La3Si6N11,Sm3+,0.01,,,298,605,0.6105,0.3833,,,468,369,369,414,384,380000,605,https://doi.org/10.1016/j.jre.2020.03.004,mp-1019893, icsd-248709,Journal of Rare Earths,2021
511,La3Si6N11Sm0.07,La3Si6N11,Sm3+,0.07,,,298,605,0.6042,0.3872,,,,369,369,414,384,,605,https://doi.org/10.1016/j.jre.2020.03.004,mp-1019893, icsd-248709,Journal of Rare Earths,2021
512,La3Si6N11Sm0.13,La3Si6N11,Sm3+,0.13,,,298,605,0.5771,0.4045,,,,369,369,414,384,,605,https://doi.org/10.1016/j.jre.2020.03.004,mp-1019893, icsd-248709,Journal of Rare Earths,2021
513,LiLa1.99O5BSm0.01,LiLa1.99O5B,Sm3+,0.01,,,298,605,,,,,,405,405,365,385,1160000,605,https://doi.org/10.1149/1.2946482,,,Journal of The Electrochemical Society,2008
514,BaZn2P2O8Sm0.02,BaZn2P2O8,Sm3+,0.02,,,298,606,0.621,0.365,,,,397,397,460,,,606,https://doi.org/10.1016/j.jlumin.2012.03.022,mp-6089, icsd-300159 icsd-86627,Journal of Luminescence,2012
515,BaZn2P2O8K0.02Sm0.02,BaZn2P2O8K0.02,Sm3+,0.02,,,298,606,0.622,0.363,,,,397,,,,,,https://doi.org/10.1016/j.jlumin.2012.03.022,mp-6089, icsd-300159 icsd-86627,Journal of Luminescence,2012
516,Li6CaLa2Ta2O12Eu0.5,Li6CaLa2Ta2O12,Eu3+,0.5,,,298,608,0.65,0.34,,,,464,464,394,,,608,https://doi.org/10.1016/j.ceramint.2014.06.069,,,Ceramics International,2014
517,La2.98SbO7Sm0.02,La2.98SbO7,Sm3+,0.02,,,298,608,,,,,,407,407,,,2080000,608,https://doi.org/10.1002/bio.2983,"mp-1211549,mp-1190600", icsd-246732 icsd-188501,Luminescence,2015
518,La2.9SbO7Sm0.1,La2.9SbO7,Sm3+,0.1,,,298,608,0.547,0.443,,,,407,407,,,1900000,608,https://doi.org/10.1002/bio.2983,"mp-1211549,mp-1190600", icsd-246732 icsd-188501,Luminescence,2015
519,La2.8SbO7Sm0.2,La2.8SbO7,Sm3+,0.2,,,298,608,,,,,,407,407,,,1750000,608,https://doi.org/10.1002/bio.2983,"mp-1211549,mp-1190600", icsd-246732 icsd-188501,Luminescence,2015
520,Sr3Al2O5Cl2Ce0.01Eu0.005,Sr3Al2O5Cl2,Ce3+,0.01,Eu2+,0.005,298,609,,,,,,330,215,330,,41.8,444,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,Applied Physics Letters,2009
521,Sr3Al2O5Cl2Ce0.01Eu0.0075,Sr3Al2O5Cl2,Ce3+,0.01,Eu2+,0.0075,298,609,,,,,,330,215,330,,39,444,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,Applied Physics Letters,2009
522,Sr3Al2O5Cl2Ce0.01Eu0.01,Sr3Al2O5Cl2,Ce3+,0.01,Eu2+,0.01,298,609,,,,,,330,215,330,,38.4,444,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,Applied Physics Letters,2009
