Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
92,CaSb2O6K0.75Bi0.75,CaSb2O6K0.75,Bi3+,0.75,,,298,437,0.1496,0.0518,,,,336,336,,,226,437,https://doi.org/10.1016/j.mssp.2015.09.015,"mp-9125,mvc-1657", icsd-74539,Materials Science in Semiconductor Processing,2016
93,Ca7.98La1.96P6O26Ce0.04Eu0.02,Ca7.98La1.96P6O26,Ce3+,0.04,Eu2+,0.02,298,438,0.179,0.169,43,,,310,,,,28.88,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
94,Ca2Sb2O7Bi0.015,Ca2Sb2O7,Bi3+,0.015,,,298,438,0.1498,0.0446,,,,337,337,,,,438,https://doi.org/10.1016/j.jallcom.2015.09.047,"mp-16280,mp-1190115,mp-14145", icsd-261535 icsd-77063 icsd-166282 icsd-238545 icsd-24245,Journal of Alloys and Compounds,2015
95,Sr3LuV2O8,Sr3LuV2O8,,,,,298,439,,,,,,319,,,,12900,439,https://doi.org/10.1111/jace.17689,"mp-18972,mp-541507,mp-555382,mp-1237534", icsd-69012 icsd-69000 icsd-72219 icsd-71450 icsd-80602 icsd-80601 icsd-80602,Journal of the American Ceramic Society,2021
96,Y1.9Si4N6CCe0.05La0.95,Y1.9Si4N6C,Ce3+,0.05,La3+,0.95,298,440,0.15,0.08,,,,358,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
97,Ba2Y4.95B5O17Ce0.01,Ba2Y4.95B5O17,Ce3+,0.01,,,298,440,0.165,0.17,,90,,345,345,,,40.168,440,https://doi.org/10.1016/j.dyepig.2017.11.046,,,Dyes and Pigments,2018
98,Gd2MoO6,Gd2MoO6,,,,,298,440,0.15,0.05,,,,290,380,,,,440,https://doi.org/10.1007/s10853-016-9962-z,mp-582797, icsd-62886,Journal of Materials Science,2016
99,Ba2Y2.95Si3O12FCe0.05,Ba2Y2.95Si3O12F,Ce3+,0.05,,,298,442,,,53,,,355,,,,,,https://doi.org/10.1111/jace.12765,,,Journal of the American Ceramic Society,2014
100,Ba0.97Al12O19Eu0.03,Ba0.97Al12O19,Eu2+,0.03,,,298,442,0.1522,0.0505,58,,,350,350,,,,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
101,CaLaGa3S6OCe0.1,CaLaGa3S6O,Ce3+,0.1,,,300,442,0.147,0.089,,,,398,398,330,,15.69,442,https://doi.org/10.1016/j.cplett.2008.01.039,mp-1227181,,Chemical Physics Letters,2008
102,CaLaGa3S6OCe0.1,CaLaGa3S6O,Ce3+,0.1,,,420,442,,,,,,398,,,,11.99,442,https://doi.org/10.1016/j.cplett.2008.01.039,mp-1227181,,Chemical Physics Letters,2008
103,Ca6.237Sr2.7YP7O28Eu0.007,Ca6.237Sr2.7YP7O28,Eu2+,0.007,,,298,442,0.175,0.134,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
104,Ba0.99Al12O19Eu0.01,Ba0.99Al12O19,Eu2+,0.01,,,298,443,0.1525,0.0499,45,,,350,350,,,,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
105,Ba0.95Al12O19Eu0.05,Ba0.95Al12O19,Eu2+,0.05,,,298,443,0.1518,0.0519,70,,,350,350,,,,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
106,Ba0.93Al12O19Eu0.07,Ba0.93Al12O19,Eu2+,0.07,,,298,443,0.1514,0.053,75,,,350,350,,,,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
107,Sr4.995P3O12ClEu0.005,Sr4.995P3O12Cl,Eu2+,0.005,,,298,444,,,,,,277,277,,,492.87,444,https://doi.org/10.1039/C5TC02482J,mp-23121, icsd-80085 icsd-2089 icsd-80084,Journal of Materials Chemistry C,2015
108,Sr4.99P3O12ClEu0.01,Sr4.99P3O12Cl,Eu2+,0.01,,,298,444,0.154,0.023,,,,277,277,,,527.93,444,https://doi.org/10.1039/C5TC02482J,mp-23121, icsd-80085 icsd-2089 icsd-80084,Journal of Materials Chemistry C,2015
109,Sr4.99P3O12ClEu0.01,Sr4.99P3O12Cl,Eu2+,0.01,,,298,444,,,80.53,,,395,,,,,444,https://doi.org/10.1039/C5TC02482J,mp-23121, icsd-80085 icsd-2089 icsd-80084,Journal of Materials Chemistry C,2015
110,Sr4.98P3O12ClEu0.02,Sr4.98P3O12Cl,Eu2+,0.02,,,298,444,,,,,,277,277,,,520.38,444,https://doi.org/10.1039/C5TC02482J,mp-23121, icsd-80085 icsd-2089 icsd-80084,Journal of Materials Chemistry C,2015
111,Sr4.97P3O12ClEu0.03,Sr4.97P3O12Cl,Eu2+,0.03,,,298,444,,,,,,277,277,,,501.11,444,https://doi.org/10.1039/C5TC02482J,mp-23121, icsd-80085 icsd-2089 icsd-80084,Journal of Materials Chemistry C,2015
112,Sr4.95P3O12ClEu0.05,Sr4.95P3O12Cl,Eu2+,0.05,,,298,444,,,,,,277,277,,,469.59,444,https://doi.org/10.1039/C5TC02482J,mp-23121, icsd-80085 icsd-2089 icsd-80084,Journal of Materials Chemistry C,2015
113,Sr3Al2O5Cl2Ce0.01,Sr3Al2O5Cl2,Ce3+,0.01,,,298,444,0.16,0.14,,,,330,330,215,,55.8,444,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,Applied Physics Letters,2009
114,Sr3Al2O5Cl2Ce0.01Eu0.0025,Sr3Al2O5Cl2,Ce3+,0.01,Eu2+,0.0025,298,444,,,,,,330,330,215,,50.4,444,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,Applied Physics Letters,2009
115,Sr3Al2O5Cl2Ce0.01Eu0.003,Sr3Al2O5Cl2,Ce3+,0.01,Eu2+,0.003,298,444,0.35,0.32,,,,330,330,,,,444,https://doi.org/10.1063/1.3094753,mp-559224, icsd-68365,Applied Physics Letters,2009
116,Ba0.9Al12O19Eu0.1,Ba0.9Al12O19,Eu2+,0.1,,,298,445,0.1512,0.054,84,,,350,350,,,571,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
117,CaAl4O7Eu0.01Dy0.002,CaAl4O7,Eu2+,0.01,Dy3+,0.002,298,445,0.227,0.043,,,,341,341,325,380,,445,https://doi.org/10.1002/bio.1373,mp-4867, icsd-34487 icsd-14270 icsd-16191 icsd-44519,Luminescence,2011
118,KSrSc2P3O12Eu0.03,KSrSc2P3O12,Eu2+,0.03,,,298,445,0.153,0.104,36.9,,,300,,,,600.9,445,https://doi.org/10.1039/C4DT03906H,,,Dalton Transactions,2015
119,KSrSc2P3O12Eu0.03Tb0.02,KSrSc2P3O12,Eu2+,0.03,Tb3+,0.02,298,445,0.162,0.139,44.4,,,300,,,,583.2,445,https://doi.org/10.1039/C4DT03906H,,,Dalton Transactions,2015
120,KSrSc2P3O12Eu0.03Tb0.05,KSrSc2P3O12,Eu2+,0.03,Tb3+,0.05,298,445,0.172,0.183,41.3,,,300,,,,513.8,445,https://doi.org/10.1039/C4DT03906H,,,Dalton Transactions,2015
121,Ba0.8Al12O19Eu0.2,Ba0.8Al12O19,Eu2+,0.2,,,298,446,0.1502,0.0625,90,,,350,350,,,582,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
122,Ba3Lu1.94B6O15Ce0.03,Ba3Lu1.94B6O15,Ce3+,0.03,,,298,446,0.165,0.132,,,,373,373,,,,446,https://doi.org/10.1016/j.jallcom.2019.02.095,,,Journal of Alloys and Compounds,2019
123,Ba3Lu1.82B6O15Ce0.03Tb0.06,Ba3Lu1.82B6O15,Ce3+,0.03,Tb3+,0.06,298,446,0.187,0.199,,,,373,,,,,,https://doi.org/10.1016/j.jallcom.2019.02.095,,,Journal of Alloys and Compounds,2019
124,Ba3Lu1.64B6O15Ce0.03Tb0.15,Ba3Lu1.64B6O15,Ce3+,0.03,Tb3+,0.15,298,446,0.198,0.227,,,,373,,,,,,https://doi.org/10.1016/j.jallcom.2019.02.095,,,Journal of Alloys and Compounds,2019
125,Y1.9Si4N6CCe0.05La0.6,Y1.9Si4N6C,Ce3+,0.05,La3+,0.6,298,446,0.16,0.1,,,,356,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
126,Ca6.687Sr2.25YP7O28Eu0.007,Ca6.687Sr2.25YP7O28,Eu2+,0.007,,,298,446,0.181,0.154,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
127,Y2Mg1.995Al2Si2O12Eu0.005,Y2Mg1.995Al2Si2O12,Eu2+,0.005,,,298,446,0.154,0.126,41,,,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
128,Ba0.75Al12O19Eu0.25,Ba0.75Al12O19,Eu2+,0.25,,,298,447,0.1502,0.0617,88,,,350,350,,,600,445,https://doi.org/10.1021/acs.chemmater.8b00464,,,Chemistry of Materials,2018
129,Y1.9Si4N6CCe0.05La0.5,Y1.9Si4N6C,Ce3+,0.05,La3+,0.5,298,447,0.16,0.12,,,,356,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
130,Ba2Lu5B5O17Ce0.25,Ba2Lu5B5O17,Ce3+,0.25,,,298,447,,,,87,452,363,363,,,,450,https://doi.org/10.1021/acs.chemmater.7b01416,,,Chemistry of Materials,2017
131,Sr4Al14O25Ce0.16,Sr4Al14O25,Ce3+,0.16,,,298,448,0.1677,0.1288,,,,361,361,,,13390000,448,https://doi.org/10.1039/D0TC04618C,mp-5512, icsd-88527 icsd-27744,Journal of Materials Chemistry C,2021
132,Ca5P3O12FEu0.025,Ca5P3O12F,Eu2+,0.025,,,298,449,0.17,0.12,,21.7,,335,,,,88,449,https://doi.org/10.1002/ejic.201402187,"mp-6473,mp-1227110", icsd-240629 icsd-94082 icsd-24236 icsd-38118 icsd-240658 icsd-163790 icsd-236762 icsd-94081 icsd-94083 icsd-30261 icsd-56314 icsd-84227 icsd-180314 icsd-193552 icsd-262707 icsd-52385 icsd-240657 icsd-56313,European Journal of Inorganic Chemistry,2014
133,Ca5P3O12FEu0.025Mn0.01,Ca5P3O12F,Eu2+,0.025,Mn2+,0.01,298,449,0.21,0.22,,,,335,,,,58,449,https://doi.org/10.1002/ejic.201402187,"mp-6473,mp-1227110", icsd-240629 icsd-94082 icsd-24236 icsd-38118 icsd-240658 icsd-163790 icsd-236762 icsd-94081 icsd-94083 icsd-30261 icsd-56314 icsd-84227 icsd-180314 icsd-193552 icsd-262707 icsd-52385 icsd-240657 icsd-56313,European Journal of Inorganic Chemistry,2014
134,Y1.9Si4N6CCe0.05La0.4,Y1.9Si4N6C,Ce3+,0.05,La3+,0.4,298,450,0.19,0.19,,,,360,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
135,BaMgAl10O17Eu0.116,BaMgAl10O17,Eu2+,0.116,,,298,450,,,92.4,,,254,,,,,,https://doi.org/10.1021/cm020592f,,,Chemistry of Materials,2002
136,NaBaYB2O6Ce0.02,NaBaYB2O6,Ce3+,0.02,,,298,450,0.253,0.34,,,373,360,350,,,65.47,450,https://doi.org/10.1111/jace.15693,mp-1182342,,Journal of the American Ceramic Society,2018
137,Ba2Y1.25Lu3.75B5O17Ce0.25,Ba2Y1.25Lu3.75B5O17,Ce3+,0.25,,,298,450,,,,90,443,363,363,,,,450,https://doi.org/10.1021/acs.chemmater.7b01416,,,Chemistry of Materials,2017
138,KMg4P3O12Eu0.005,KMg4P3O12,Eu2+,0.005,,,298,450,,,,,,365,300,,,1246,450,https://doi.org/10.1038/srep09673,mp-557844, icsd-154111,Scientific Reports,2015
139,KMg4P3O12Eu0.01,KMg4P3O12,Eu2+,0.01,,,298,450,0.1507,0.0645,50.44,,823,365,300,,,1262,450,https://doi.org/10.1038/srep09673,mp-557844, icsd-154111,Scientific Reports,2015
140,KMg4P3O12Eu0.02,KMg4P3O12,Eu2+,0.02,,,298,450,,,,,,365,300,,,1245,450,https://doi.org/10.1038/srep09673,mp-557844, icsd-154111,Scientific Reports,2015
141,KMg4P3O12Eu0.04,KMg4P3O12,Eu2+,0.04,,,298,450,,,,,,365,300,,,1176,450,https://doi.org/10.1038/srep09673,mp-557844, icsd-154111,Scientific Reports,2015
142,KMg4P3O12Eu0.06,KMg4P3O12,Eu2+,0.06,,,298,450,,,,,,365,300,,,1163,450,https://doi.org/10.1038/srep09673,mp-557844, icsd-154111,Scientific Reports,2015
143,KMg4P3O12Eu0.08,KMg4P3O12,Eu2+,0.08,,,298,450,,,,,,365,300,,,1161,450,https://doi.org/10.1038/srep09673,mp-557844, icsd-154111,Scientific Reports,2015
144,CaSb2O6Bi0.02,CaSb2O6,Bi3+,0.02,,,298,450,0.1995,0.2205,,,,298,298,,,,450,https://doi.org/10.1007/s10854-015-4186-6,"mp-9125,mvc-1657", icsd-74539,Journal of Materials Science: Materials in Electronics,2015
145,CaSb2O6Bi0.02,CaSb2O6,Bi3+,0.02,,,298,450,0.1995,0.2205,,,,394,298,,,,450,https://doi.org/10.1007/s10854-015-4186-6,"mp-9125,mvc-1657", icsd-74539,Journal of Materials Science: Materials in Electronics,2015
146,Ca1.96PO4ClCe0.03Eu0.01,Ca1.96PO4Cl,Ce3+,0.03,Eu2+,0.01,298,450,,,,,,334,,,,35.51,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
147,Ca1.95PO4ClCe0.03Eu0.02,Ca1.95PO4Cl,Ce3+,0.03,Eu2+,0.02,298,450,,,,,,334,,,,29.68,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
148,Ca1.94PO4ClCe0.03Eu0.03,Ca1.94PO4Cl,Ce3+,0.03,Eu2+,0.03,298,450,,,,,,334,,,,23.89,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
149,Ca1.93PO4ClCe0.03Eu0.04,Ca1.93PO4Cl,Ce3+,0.03,Eu2+,0.04,298,450,,,,,,334,,,,17.98,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
150,Ca1.92PO4ClCe0.03Eu0.05,Ca1.92PO4Cl,Ce3+,0.03,Eu2+,0.05,298,450,,,,,,334,,,,14.91,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
151,Ca1.9PO4ClCe0.03Eu0.07,Ca1.9PO4Cl,Ce3+,0.03,Eu2+,0.07,298,450,0.1454,0.0448,,,,334,,,,10.02,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
152,Ca1.87PO4ClCe0.03Eu0.1,Ca1.87PO4Cl,Ce3+,0.03,Eu2+,0.1,298,450,,,,,,334,,,,6.87,367,https://doi.org/10.1039/C4RA03087G,mp-554081, icsd-15316,RSC Advances,2014
153,KMg4P3O12Eu0.02,KMg4P3O12,Eu2+,0.02,,,298,450,,,53.13,18.6,823,365,365,,,1288,450,https://doi.org/10.1021/acs.inorgchem.6b02140,mp-557844, icsd-154111,Inorganic Chemistry,2017
154,KMg4P3O12Li0.005Eu0.02,KMg4P3O12Li0.005,Eu2+,0.02,,,298,450,,,,,,365,365,,,1400,450,https://doi.org/10.1021/acs.inorgchem.6b02140,mp-557844, icsd-154111,Inorganic Chemistry,2017
155,KMg4P3O12Li0.01Eu0.02,KMg4P3O12Li0.01,Eu2+,0.02,,,298,450,,,,,,365,365,,,1516,450,https://doi.org/10.1021/acs.inorgchem.6b02140,mp-557844, icsd-154111,Inorganic Chemistry,2017
156,KMg4P3O12Li0.02Eu0.02,KMg4P3O12Li0.02,Eu2+,0.02,,,298,450,,,,,,365,365,,,1513,450,https://doi.org/10.1021/acs.inorgchem.6b02140,mp-557844, icsd-154111,Inorganic Chemistry,2017
157,KMg4P3O12Li0.025Eu0.02,KMg4P3O12Li0.025,Eu2+,0.02,,,298,450,,,84.02,38.26,723,365,365,,,1512,450,https://doi.org/10.1021/acs.inorgchem.6b02140,mp-557844, icsd-154111,Inorganic Chemistry,2017
158,KMg4P3O12Li0.03Eu0.02,KMg4P3O12Li0.03,Eu2+,0.02,,,298,450,,,,,,365,365,,,1504,450,https://doi.org/10.1021/acs.inorgchem.6b02140,mp-557844, icsd-154111,Inorganic Chemistry,2017
159,Ca3.96Si2O7F2Ce0.04,Ca3.96Si2O7F2,Ce3+,0.04,,,298,450,0.24,0.38,,,,330,330,,,,450,https://doi.org/10.1016/j.matlet.2012.02.095,mp-560163, icsd-64710,Materials Letters,2012
160,Ca3.92Si2O7F2Ce0.04Mn0.04,Ca3.92Si2O7F2,Ce3+,0.04,Mn2+,0.04,298,450,0.29,0.39,,,,330,,,,,,https://doi.org/10.1016/j.matlet.2012.02.095,mp-560163, icsd-64710,Materials Letters,2012
161,KMg4P3O12Eu0.02,KMg4P3O12,Eu2+,0.02,,,298,450,0.1479,0.0663,,,,365,,,,1264.97,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
162,KMg4P3O12Eu0.02Mn0.02,KMg4P3O12,Eu2+,0.02,Mn2+,0.02,298,450,,,,,,365,,,,1190.05,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
163,KMg4P3O12Eu0.02Mn0.04,KMg4P3O12,Eu2+,0.02,Mn2+,0.04,298,450,0.1712,0.0742,,,,365,,,,942.8,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
164,KMg4P3O12Eu0.02Mn0.08,KMg4P3O12,Eu2+,0.02,Mn2+,0.08,298,450,0.1951,0.0911,,,,365,,,,795.08,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
165,KMg4P3O12Eu0.02Mn0.12,KMg4P3O12,Eu2+,0.02,Mn2+,0.12,298,450,,,,,,365,,,,669.81,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
166,KMg4P3O12Eu0.02Mn0.16,KMg4P3O12,Eu2+,0.02,Mn2+,0.16,298,450,0.2104,0.1072,,,,365,,,,530.94,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
167,KMg4P3O12Eu0.02Mn0.25,KMg4P3O12,Eu2+,0.02,Mn2+,0.25,298,450,0.2343,0.1298,,,,365,,,,,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
168,KMg4P3O12Eu0.02Mn0.35,KMg4P3O12,Eu2+,0.02,Mn2+,0.35,298,450,0.2683,0.1496,,,623,365,,,,,450,https://doi.org/10.1039/C5TC00636H,mp-557844, icsd-154111,Journal of Materials Chemistry C,2015
169,Lu2Ca0.97Mg2Si3O12Eu0.03,Lu2Ca0.97Mg2Si3O12,Eu2+,0.03,,,298,450,,,,,393,365,365,,,,450,https://doi.org/10.1016/j.matlet.2015.10.144,,,Materials Letters,2016
170,Y1.99WO6Sm0.01,Y1.99WO6,Sm3+,0.01,,,298,450,0.226,0.19,,,,308,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,Journal of Luminescence,2014
171,Y1.97WO6Sm0.03,Y1.97WO6,Sm3+,0.03,,,298,450,0.253,0.203,,,,308,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,Journal of Luminescence,2014
172,Sr6Ca4P6O24F2Eu0.01,Sr6Ca4P6O24F2,Eu2+,0.01,,,298,452,,,,,,368,293,,,,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
173,Sr6Ca4P6O24F2Eu0.05,Sr6Ca4P6O24F2,Eu2+,0.05,,,298,452,0.143,0.065,,,,368,293,,,293.8,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
174,Sr6Ca4P6O24F2Eu0.09,Sr6Ca4P6O24F2,Eu2+,0.09,,,298,452,,,,,,368,293,,,,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
175,Sr6Ca4P6O24F2Eu0.13,Sr6Ca4P6O24F2,Eu2+,0.13,,,298,452,,,,,,368,293,,,,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
176,Sr6Ca4P6O24F2Eu0.17,Sr6Ca4P6O24F2,Eu2+,0.17,,,298,452,,,,,,368,293,,,260.2,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
177,Sr6Ca4P6O24F2Eu0.25,Sr6Ca4P6O24F2,Eu2+,0.25,,,298,452,,,,,,368,293,,,220.7,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
178,Sr6Ca4P6O24F2Eu0.4,Sr6Ca4P6O24F2,Eu2+,0.4,,,298,452,,,,,,368,293,,,150.5,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
179,Sr6Ca4P6O24F2Eu0.5,Sr6Ca4P6O24F2,Eu2+,0.5,,,298,452,,,,,,368,293,,,27.4,452,https://doi.org/10.1016/j.materresbull.2015.07.031,mp-1218615,,Materials Research Bulletin,2015
180,Ba2Y2.5Lu2.5B5O17Ce0.25,Ba2Y2.5Lu2.5B5O17,Ce3+,0.25,,,298,452,,,,88,447,363,363,,,,450,https://doi.org/10.1021/acs.chemmater.7b01416,,,Chemistry of Materials,2017
181,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu2+,0.01,,,298,453,,,31.5,,,370,320,250,,410,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
182,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu2+,0.01,,,323,453,,,33,,,370,320,250,,420,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
183,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu2+,0.01,,,373,453,,,59.7,,,370,320,250,,440,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
184,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu2+,0.01,,,423,453,,,69.6,,,370,320,250,,430,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
185,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu2+,0.01,,,473,453,,,,,,370,320,250,,420,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
186,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu2+,0.03,,,298,453,0.295,0.36,64.1,,,370,313,250,,390,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
187,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu2+,0.03,,,323,453,,,66.2,,,370,313,250,,400,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
188,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu2+,0.03,,,373,453,,,67.5,,,370,313,250,,430,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
189,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu2+,0.03,,,423,453,,,72.4,,,370,313,250,,450,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
190,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu2+,0.03,,,473,453,,,,,,370,313,250,,420,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
191,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu2+,0.07,,,298,453,,,50,,,370,300,250,,280,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
192,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu2+,0.07,,,323,453,,,50.7,,,370,300,250,,290,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
193,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu2+,0.07,,,373,453,,,52.6,,,370,300,250,,300,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
194,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu2+,0.07,,,423,453,,,54.7,,,370,300,250,,330,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
195,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu2+,0.07,,,473,453,,,,,,370,300,250,,320,453,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,Nature Materials,2017
196,Ca7.94La1.96P6O26Ce0.04Eu0.06,Ca7.94La1.96P6O26,Ce3+,0.04,Eu2+,0.06,298,453,0.19,0.192,19,,,310,,,,14.93,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
197,Ca7.92La1.96P6O26Ce0.04Eu0.08,Ca7.92La1.96P6O26,Ce3+,0.04,Eu2+,0.08,298,453,0.198,0.201,13,,,310,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
198,Ca7.98La2P6O26Eu0.02,Ca7.98La2P6O26,Eu2+,0.02,,,298,453,0.184,0.156,13,,,318,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
199,Ca7.95La2P6O26Eu0.05,Ca7.95La2P6O26,Eu2+,0.05,,,298,453,0.187,0.164,14,,,318,318,370,252,,453,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
200,Ca7.94La2P6O26Eu0.06,Ca7.94La2P6O26,Eu2+,0.06,,,298,453,0.196,0.185,9,,,318,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
