Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
25,Sr2.985ScP3O12Eu0.005,Sr2.985ScP3O12,Eu2+,0.005,,,298,500,0.277,0.428,11,,,350,350,,,601,500,https://doi.org/10.1039/C3DT32946A,,,Dalton Transactions,2013
26,Sr2.97ScP3O12Eu0.005Mn0.005,Sr2.97ScP3O12,Eu2+,0.005,Mn2+,0.005,298,500,0.306,0.415,11.6,,,350,,,,575,500,https://doi.org/10.1039/C3DT32946A,,,Dalton Transactions,2013
27,Sr2.955ScP3O12Eu0.005Mn0.01,Sr2.955ScP3O12,Eu2+,0.005,Mn2+,0.01,298,500,0.329,0.413,12.3,,,350,,,,560,500,https://doi.org/10.1039/C3DT32946A,,,Dalton Transactions,2013
28,Sr2.925ScP3O12Eu0.005Mn0.02,Sr2.925ScP3O12,Eu2+,0.005,Mn2+,0.02,298,500,0.368,0.411,13.7,,,350,,,,550,500,https://doi.org/10.1039/C3DT32946A,,,Dalton Transactions,2013
29,Ca0.949Si2O2N2Ce0.05Eu0.001,Ca0.949Si2O2N2,Ce3+,0.05,Eu2+,0.001,298,500,0.27,0.36,43,,,340,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04461.x,mp-556884, icsd-413882,Journal of the American Ceramic Society,2011
30,Ba1.28Ca0.7SiO4Eu0.02,Ba1.28Ca0.7SiO4,Eu2+,0.02,,,298,500,0.165,0.248,53,,,390,300,,,,500,https://doi.org/10.1021/ic501423p,mp-17612, icsd-291359 icsd-291355 icsd-6246 icsd-28476,Inorganic Chemistry,2014
31,Ba1.28Ca0.7SiO4Eu0.02,Ba1.28Ca0.7SiO4,Eu2+,0.02,,,298,500,,,,,,355,,,,605,490,https://doi.org/10.1021/ic501423p,mp-17612, icsd-291359 icsd-291355 icsd-6246 icsd-28476,Inorganic Chemistry,2014
32,Ba1.28Ca0.69SiO4Eu0.02Mn0.01,Ba1.28Ca0.69SiO4,Eu2+,0.02,Mn2+,0.01,298,500,0.292,0.352,48,,,390,,,,,,https://doi.org/10.1021/ic501423p,mp-17612, icsd-291359 icsd-291355 icsd-6246 icsd-28476,Inorganic Chemistry,2014
33,Ba1.28Ca0.68SiO4Eu0.02Mn0.02,Ba1.28Ca0.68SiO4,Eu2+,0.02,Mn2+,0.02,298,500,0.345,0.375,43,,,390,,,,,,https://doi.org/10.1021/ic501423p,mp-17612, icsd-291359 icsd-291355 icsd-6246 icsd-28476,Inorganic Chemistry,2014
34,Ca7MgSi4O16Ce0.04Eu0.02,Ca7MgSi4O16,Ce3+,0.04,Eu2+,0.02,298,500,0.179,0.275,,,,365,,,,29.2,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
35,Ca7MgSi4O16Ce0.04Eu0.04,Ca7MgSi4O16,Ce3+,0.04,Eu2+,0.04,298,500,0.195,0.427,16,,,365,,,,27.6,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
36,Ca7MgSi4O16Ce0.04Eu0.05,Ca7MgSi4O16,Ce3+,0.04,Eu2+,0.05,298,500,,,,,,365,,,,8.7,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
37,Ca7MgSi4O16Ce0.04Eu0.06,Ca7MgSi4O16,Ce3+,0.04,Eu2+,0.06,298,500,,,,,,365,,,,6.5,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
38,Ca7MgSi4O16Ce0.04Eu0.07,Ca7MgSi4O16,Ce3+,0.04,Eu2+,0.07,298,500,,,,,,365,,,,2.9,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
39,Ca7MgSi4O16Ce0.04Eu0.08,Ca7MgSi4O16,Ce3+,0.04,Eu2+,0.08,298,500,,,,,,365,,,,1.4,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
40,Ca7MgSi4O16Eu0.04,Ca7MgSi4O16,Eu2+,0.04,,,298,500,,,,,448,365,365,,,,440,https://doi.org/10.1039/C2CP23343F,,,Physical Chemistry Chemical Physics,2012
41,LiCa3MgV3O12,LiCa3MgV3O12,,,,,298,500,0.2393,0.326,,,,310,310,,,13730,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
42,LiCa2.995MgV3O12Bi0.005,LiCa2.995MgV3O12,Bi3+,0.005,,,298,500,0.2907,0.3652,,,,310,310,,,13520,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
43,LiCa2.99MgV3O12Bi0.01,LiCa2.99MgV3O12,Bi3+,0.01,,,298,500,0.3198,0.3982,,,,310,310,,,13140,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
44,LiCa2.98MgV3O12Bi0.02,LiCa2.98MgV3O12,Bi3+,0.02,,,298,500,0.3504,0.4102,,,,310,310,,,12570,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
45,LiCa2.96MgV3O12Bi0.04,LiCa2.96MgV3O12,Bi3+,0.04,,,298,500,0.401,0.444,,,,310,310,,,11720,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
46,LiCa2.94MgV3O12Bi0.06,LiCa2.94MgV3O12,Bi3+,0.06,,,298,500,0.422,0.4539,,,,310,310,,,11390,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
47,LiCa2.92MgV3O12Bi0.08,LiCa2.92MgV3O12,Bi3+,0.08,,,298,500,0.4358,0.4472,,,,310,310,,,10990,500,https://doi.org/10.1016/j.materresbull.2018.11.011,,,Materials Research Bulletin,2019
48,Ca3V2O8,Ca3V2O8,,,,,298,501,0.328,0.407,0.7,,,350,,,,,501,https://doi.org/10.1021/jp910884c,"mp-532028,mp-505741,mp-1182001", icsd-412273,Journal of Physical Chemistry C,2010
49,Ca11Si4O22B2Eu0.005,Ca11Si4O22B2,Eu2+,0.005,,,298,502,0.247,0.478,,,,365,365,,,,505,https://doi.org/10.1039/C3TC30933A,,,Journal of Materials Chemistry C,2013
50,Ca9LaP7O28Eu0.005,Ca9LaP7O28,Eu2+,0.005,,,298,502,0.281,0.445,,,483,365,405,,,838,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
51,Ca9LaP7O28Eu0.005Mn0.01,Ca9LaP7O28,Eu2+,0.005,Mn2+,0.01,298,502,0.367,0.411,,,,365,405,,,768,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
52,Ca9LaP7O28Eu0.005Mn0.015,Ca9LaP7O28,Eu2+,0.005,Mn2+,0.015,298,502,0.406,0.388,,,,365,405,,,611,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
53,Ca9LaP7O28Eu0.005Mn0.03,Ca9LaP7O28,Eu2+,0.005,Mn2+,0.03,298,502,0.495,0.358,,,,365,405,,,424,502,https://doi.org/10.1364/OE.18.005089,,,Optics Express,2010
54,Ca8.9CeP7O28Eu0.1,Ca8.9CeP7O28,Eu2+,0.1,,,298,502,,,27,,,320,,,,246,377,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
55,Ca8.88CeP7O28Eu0.12,Ca8.88CeP7O28,Eu2+,0.12,,,298,502,,,21,,,320,,,,,377,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
56,Ca8.86CeP7O28Eu0.14,Ca8.86CeP7O28,Eu2+,0.14,,,298,502,,,19,,,320,,,,212,377,https://doi.org/10.1039/C6CP05490K,,,Physical Chemistry Chemical Physics,2016
57,Ca6.237Sr2.7YP7O28Eu0.007,Ca6.237Sr2.7YP7O28,Eu2+,0.007,,,298,502,0.249,0.413,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
58,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi3+,0.03,,,298,503,0.219,0.35,,,,342,342,,,477,503,https://doi.org/10.1111/jace.16048,,,Journal of the American Ceramic Society,2018
59,Ba2Y1.86Si4O13Bi0.03Eu0.04,Ba2Y1.86Si4O13,Bi3+,0.03,Eu3+,0.04,298,503,0.229,0.351,,,,342,,,,475,503,https://doi.org/10.1111/jace.16048,,,Journal of the American Ceramic Society,2018
60,Ba2Y1.78Si4O13Bi0.03Eu0.08,Ba2Y1.78Si4O13,Bi3+,0.03,Eu3+,0.08,298,503,0.324,0.347,,,,342,,,,474,503,https://doi.org/10.1111/jace.16048,,,Journal of the American Ceramic Society,2018
61,La4.65Si3O12NCe0.06Tb0.01,La4.65Si3O12N,Ce3+,0.06,Tb3+,0.01,298,503,0.1697,0.2277,,,,365,,,,,,https://doi.org/10.1016/j.jlumin.2015.08.030,,,Journal of Luminescence,2016
62,La4.6Si3O12NCe0.06Tb0.02,La4.6Si3O12N,Ce3+,0.06,Tb3+,0.02,298,503,0.1782,0.2504,,,,365,,,,92.03,460,https://doi.org/10.1016/j.jlumin.2015.08.030,,,Journal of Luminescence,2016
63,La4.55Si3O12NCe0.06Tb0.03,La4.55Si3O12N,Ce3+,0.06,Tb3+,0.03,298,503,0.1873,0.2731,,,,365,,,,,,https://doi.org/10.1016/j.jlumin.2015.08.030,,,Journal of Luminescence,2016
64,Sr2.95YP3O12Eu0.05,Sr2.95YP3O12,Eu2+,0.05,,,298,504,0.189,0.359,,,,350,,,,,,https://doi.org/10.1016/j.jre.2017.06.013,,,Journal of Rare Earths,2018
65,Sr2.95Y0.99P3O12Eu0.05Tb0.01,Sr2.95Y0.99P3O12,Eu2+,0.05,Tb3+,0.01,298,504,0.195,0.377,,,,350,,,,,,https://doi.org/10.1016/j.jre.2017.06.013,,,Journal of Rare Earths,2018
66,Sr2.95Y0.97P3O12Eu0.05Tb0.03,Sr2.95Y0.97P3O12,Eu2+,0.05,Tb3+,0.03,298,504,0.197,0.38,,,,350,,,,,,https://doi.org/10.1016/j.jre.2017.06.013,,,Journal of Rare Earths,2018
67,Sr2.95Y0.95P3O12Eu0.05Tb0.05,Sr2.95Y0.95P3O12,Eu2+,0.05,Tb3+,0.05,298,504,0.198,0.382,,,,350,,,,,,https://doi.org/10.1016/j.jre.2017.06.013,,,Journal of Rare Earths,2018
68,Sr2.95Y0.93P3O12Eu0.05Tb0.07,Sr2.95Y0.93P3O12,Eu2+,0.05,Tb3+,0.07,298,504,0.2,0.388,,,,350,,,,,,https://doi.org/10.1016/j.jre.2017.06.013,,,Journal of Rare Earths,2018
69,Y1.9Si4N6CCe0.05La0.3,Y1.9Si4N6C,Ce3+,0.05,La3+,0.3,298,505,0.28,0.45,,,,378,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
70,Ca10.945Si4O22B2Eu0.005,Ca10.945Si4O22B2,Eu2+,0.005,,,298,505,0.247,0.478,5.3,,,365,365,,,,505,https://doi.org/10.1039/C3TC30933A,,,Journal of Materials Chemistry C,2013
71,Ca2La0.97Hf2Al3O12Ce0.03,Ca2La0.97Hf2Al3O12,Ce3+,0.03,,,298,506,0.277,0.469,47.3,,,408,,,,,,https://doi.org/10.1016/j.jallcom.2020.155469,,,Journal of Alloys and Compounds,2020
72,Na2CaPO4FEu0.02,Na2CaPO4F,Eu2+,0.02,,,298,506,,,,,428,390,390,,,,506,https://doi.org/10.1016/j.jlumin.2011.02.034,"mp-559376,mp-39260", icsd-158183,Journal of Luminescence,2011
73,Ba2V2O7,Ba2V2O7,,,,,298,508,,,33,16,,336,336,,,,508,https://doi.org/10.1111/jace.13463,mp-19474, icsd-34320,Journal of the American Ceramic Society,2015
74,Ca4.437Sr4.5YP7O28Eu0.007,Ca4.437Sr4.5YP7O28,Eu2+,0.007,,,298,508,0.273,0.459,,,,380,,,,993,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
75,Ca4.392Sr4.5YP7O28Eu0.007Mn0.005,Ca4.392Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.005,298,508,0.3,0.451,,,,380,,,,920,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
76,Ca4.347Sr4.5YP7O28Eu0.007Mn0.01,Ca4.347Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.01,298,508,0.321,0.443,,,,380,,,,863,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
77,Ca4.257Sr4.5YP7O28Eu0.007Mn0.02,Ca4.257Sr4.5YP7O28,Eu2+,0.007,Mn2+,0.02,298,508,0.358,0.431,,,,380,,,,697,508,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
78,Ca0.975Sr0.975SiO4Eu0.05,Ca0.975Sr0.975SiO4,Eu2+,0.05,,,298,509,,,,,453,385,,,,,,https://doi.org/10.1016/j.ceramint.2014.12.131,mp-554006, icsd-20544,Ceramics International,2015
79,Ca2.9925Si2O4N2Eu0.0025,Ca2.9925Si2O4N2,Eu2+,0.0025,,,298,509,0.25,0.5,,,,330,,,,,,https://doi.org/10.1364/OE.19.00A331,,,Optics Express,2011
80,Ba5Si2O6Cl6Eu0.005,Ba5Si2O6Cl6,Eu2+,0.005,,,298,510,,,,,,400,400,,,575.43,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
81,Ba5Si2O6Cl6Eu0.01,Ba5Si2O6Cl6,Eu2+,0.01,,,298,510,,,,,,400,400,,,535.06,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
82,Ba5Si2O6Cl6Eu0.02,Ba5Si2O6Cl6,Eu2+,0.02,,,298,510,,,44,,430,400,400,,,517.72,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
83,Ba5Si2O6Cl6Eu0.03,Ba5Si2O6Cl6,Eu2+,0.03,,,298,510,,,,,,400,400,,,475.45,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
84,Ba5Si2O6Cl6Eu0.04,Ba5Si2O6Cl6,Eu2+,0.04,,,298,510,,,,,,400,400,,,439.21,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
85,Ba5Si2O6Cl6Eu0.05,Ba5Si2O6Cl6,Eu2+,0.05,,,298,510,,,,,,400,400,,,436.7,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
86,Ba5Si2O6Cl6Eu0.06,Ba5Si2O6Cl6,Eu2+,0.06,,,298,510,,,,,,400,400,,,427.78,510,https://doi.org/10.1039/C7RA07221J,,,RSC Advances,2017
87,Y1.9Si4N6CCe0.05La0.2,Y1.9Si4N6C,Ce3+,0.05,La3+,0.2,298,510,0.3,0.48,,,,383,,,,,,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,Journal of the American Ceramic Society,2011
88,Ba0.99YSi2Al2O2N5Eu0.01,Ba0.99YSi2Al2O2N5,Eu2+,0.01,,,298,510,0.2345,0.5577,,,,354,354,,,,510,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
89,Ba8.91Sc2Si6O24Eu0.09,Ba8.91Sc2Si6O24,Eu2+,0.09,,,298,510,0.164,0.349,19.3,,,330,,,,,,https://doi.org/10.1039/C5RA10945K,mp-558428,,RSC Advances,2015
90,Ca2.985Si2O4N2Eu0.005,Ca2.985Si2O4N2,Eu2+,0.005,,,298,510,0.26,0.5,,,,330,,,,,,https://doi.org/10.1364/OE.19.00A331,,,Optics Express,2011
91,Ca2.97Si2O4N2Eu0.01,Ca2.97Si2O4N2,Eu2+,0.01,,,298,510,0.26,0.51,,,478,330,,,,,,https://doi.org/10.1364/OE.19.00A331,,,Optics Express,2011
92,Sr8.97ScP7O28Eu0.03,Sr8.97ScP7O28,Eu2+,0.03,,,298,510,0.385,0.5,,,,365,,,,633,510,https://doi.org/10.1002/ejic.201301216,,,European Journal of Inorganic Chemistry,2013
93,Y1.98Mg1.99Al2Si2O12Eu0.01Ce0.02,Y1.98Mg1.99Al2Si2O12,Eu2+,0.01,Ce3+,0.02,298,510,0.294,0.349,,,,365,,,,441,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
94,Ba2LuB2O6ClEu0.03,Ba2LuB2O6Cl,Eu3+,0.03,,,298,511,,,,,673,365,365,,,1270,511,https://doi.org/10.1021/ic200988w,mp-1228639,,Inorganic Chemistry,2011
95,Ca2.91Si2O4N2Eu0.03,Ca2.91Si2O4N2,Eu2+,0.03,,,298,511,0.29,0.49,,,,330,,,,,,https://doi.org/10.1364/OE.19.00A331,,,Optics Express,2011
96,Ba0.99LuAl2Si2O2N5Eu0.01,Ba0.99LuAl2Si2O2N5,Eu2+,0.01,,,298,512,0.259,0.514,40.1,29.5,461,365,305,,,,512,https://doi.org/10.1039/C9TC06932A,,,Journal of Materials Chemistry C,2020
97,CsVO3,CsVO3,,,,,298,512,0.306,0.418,87,,,350,,,,,512,https://doi.org/10.1021/jp910884c,mp-504651, icsd-1489,Journal of Physical Chemistry C,2010
98,Ba0.98YSi2Al2O2N5Eu0.02,Ba0.98YSi2Al2O2N5,Eu2+,0.02,,,298,512,0.241,0.554,,,,358,358,,,,512,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
99,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce3+,0.01,,,503,513,0.2793,0.4821,,,,375,,,,,,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,Journal of Luminescence,2019
100,Sr3V2O8,Sr3V2O8,,,,,298,513,0.329,0.415,3.7,,,350,,,,,513,https://doi.org/10.1021/jp910884c,mp-19386, icsd-73258 icsd-167701,Journal of Physical Chemistry C,2010
101,RbVO3,RbVO3,,,,,298,514,0.316,0.424,,,,350,,,,,514,https://doi.org/10.1021/jp910884c,"mp-19031,mp-1076638", icsd-1488,Journal of Physical Chemistry C,2010
102,YNb0.8V0.2O4Bi0.01,YNb0.8V0.2O4,Bi3+,0.01,,,298,514,0.312,0.365,47.1,,,310,,,,,,https://doi.org/10.1021/acs.chemmater.6b00277,"mp-5387,mp-1095229", icsd-430911 icsd-20335 icsd-100176 icsd-239207 icsd-430907 icsd-430914 icsd-430913 icsd-430912 icsd-430908 icsd-430916 icsd-430909 icsd-430015 icsd-430910 icsd-430919 icsd-430922 icsd-239208 icsd-430917 icsd-239209 icsd-430920 icsd-430921 icsd-430918,Chemistry of Materials,2016
103,Ca2.85Si2O4N2Eu0.05,Ca2.85Si2O4N2,Eu2+,0.05,,,298,514,0.33,0.51,,,,330,,,,,,https://doi.org/10.1364/OE.19.00A331,,,Optics Express,2011
104,Sr1.75Ca1.24P2O8Eu0.01,Sr1.75Ca1.24P2O8,Eu2+,0.01,,,298,514,0.374,0.588,,,,365,279,364,,,514,https://doi.org/10.1021/ic500230v,mp-4632, icsd-69449 icsd-184780 icsd-150869 icsd-18109 icsd-30635 icsd-410784,Inorganic Chemistry,2014
105,Ca2La0.95Hf2Al3O12Ce0.05,Ca2La0.95Hf2Al3O12,Ce3+,0.05,,,298,515,0.294,0.481,46.5,,360,408,408,325,,,515,https://doi.org/10.1016/j.jallcom.2020.155469,,,Journal of Alloys and Compounds,2020
106,Ba0.96YSi2Al2O2N5Eu0.04,Ba0.96YSi2Al2O2N5,Eu2+,0.04,,,298,515,0.2655,0.5698,,,,354,354,,,,515,https://doi.org/10.1039/C0JM03573D,,,Journal of Materials Chemistry,2011
107,Ca2La0.98Zr2Ga3O12Ce0.02,Ca2La0.98Zr2Ga3O12,Ce3+,0.02,,,298,515,0.271,0.479,,,,430,430,,,,515,https://doi.org/10.1021/jp508409r,,,Journal of Physical Chemistry C,2015
108,Ca2La0.94Zr2Ga3O12Ce0.06,Ca2La0.94Zr2Ga3O12,Ce3+,0.06,,,298,515,,,35.2,,363,430,430,,,,515,https://doi.org/10.1021/jp508409r,,,Journal of Physical Chemistry C,2015
109,Ca2La0.8Zr2Ga3O12Ce0.2,Ca2La0.8Zr2Ga3O12,Ce3+,0.2,,,298,515,0.285,0.502,,,,430,430,,,,515,https://doi.org/10.1021/jp508409r,,,Journal of Physical Chemistry C,2015
110,Ba5P2SiO12Eu0.001,Ba5P2SiO12,Eu2+,0.001,,,298,515,,,,,,405,405,,,714.25,515,https://doi.org/10.1039/C6CP08300E,,,Physical Chemistry Chemical Physics,2017
111,Ba5P2SiO12Eu0.005,Ba5P2SiO12,Eu2+,0.005,,,298,515,,,,,,405,405,,,702.43,515,https://doi.org/10.1039/C6CP08300E,,,Physical Chemistry Chemical Physics,2017
112,Ba5P2SiO12Eu0.01,Ba5P2SiO12,Eu2+,0.01,,,298,515,,,31.89,,403,405,405,,,691.76,515,https://doi.org/10.1039/C6CP08300E,,,Physical Chemistry Chemical Physics,2017
